uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
Q6FI81	nci60_EKVX	26.0	nci60_EKVX	15.83322217	10.071493433344626
Q6FI81	nci60_HCT116	30.0	nci60_HCT116	4.117988801	6.622768410616582
Q6FI81	nci60_HCT15	23.0	nci60_HCT15	11.05442893	11.806165796716941
Q6FI81	nci60_HL60	21.0	nci60_HL60	7.540171039	7.87000078477022
Q6FI81	nci60_HOP62	19.0	nci60_HOP62	0.782754517	6.275839330933567
Q6FI81	nci60_HOP92	16.0	nci60_HOP92	9.461720791	7.477015372387664
Q6FI81	nci60_HS578T	6.0	nci60_HS578T	5.834653507	5.57319813797456
Q6FI81	nci60_HT29	16.0	nci60_HT29	10.3387804	10.168567304541215
Q6FI81	nci60_IGROV1	32.0	nci60_IGROV1	38.9702953	12.60811133447447
Q6FI81	nci60_K562	18.0	nci60_K562	49.8943023	11.51547173991199
Q6FI81	nci60_KM12	22.0	nci60_KM12	21.93362429	10.213624549230804
Q6FI81	nci60_LOXIMVI	14.0	nci60_LOXIMVI	15.18088958	8.645807463510325
Q6FI81	nci60_MCF7	12.0	nci60_MCF7	15.05002177	9.659408386841324
Q6FI81	nci60_MDAMB231	15.0	nci60_MDAMB231	15.74538244	8.583390671934163
Q6FI81	nci60_MDAMB435	37.0	nci60_MDAMB435	9.790339463	12.737189224899103
Q6FI81	nci60_Malme3M	9.0	nci60_Malme3M	5.776911149	7.70295750034396
Q6FI81	nci60_NCIH226	22.0	nci60_NCIH226	5.533233938	9.207923420097865
Q6FI81	nci60_NCIH23	21.0	nci60_NCIH23	14.42399651	9.70306477985486
Q6FI81	nci60_NCIH322T	28.0	nci60_NCIH322T	8.050488637	11.824354566785912
Q6FI81	nci60_NCIH460	50.0	nci60_NCIH460	31.27874565	16.61711257692628
Q6FI81	nci60_NCIH522	19.0	nci60_NCIH522	13.57435895	10.045934216821683
Q6FI81	nci60_OVCAR3	21.0	nci60_OVCAR3	9.962005934	12.176468640334301
Q6FI81	nci60_OVCAR4	14.0	nci60_OVCAR4	8.61052263	10.116925016595273
Q6FI81	nci60_OVCAR8	27.0	nci60_OVCAR8	33.25134945	11.678987291950405
Q6FI81	nci60_PC3	11.0	nci60_PC3	27.27557273	8.875796686376683
Q6FI81	nci60_RPMI8226	23.0	nci60_RPMI8226	37.50154373	10.360212626956908
Q6FI81	nci60_SF268	20.0	nci60_SF268	8.579533488	10.953610004640385
Q6FI81	nci60_SF295	27.0	nci60_SF295	24.99686754	11.530023824315416
Q6FI81	nci60_SF539	13.0	nci60_SF539	5.590307466	10.316694988432275
Q6FI81	nci60_SKMEL28	12.0	nci60_SKMEL28	2.222969322	8.57054695781388
Q6FI81	nci60_SKMEL5	21.0	nci60_SKMEL5	23.91403112	10.445452693085254
Q6FI81	nci60_SKOV3	21.0	nci60_SKOV3	16.73190729	9.703809934165797
Q6FI81	nci60_SNB75	12.0	nci60_SNB75	8.68899873	7.374612446196982
Q6FI81	nci60_SW620	35.0	nci60_SW620	48.90577096	15.586727210485567
Q6FI81	nci60_T47D	18.0	nci60_T47D	16.23563513	8.919239654979298
Q6FI81	nci60_U251MG	20.0	nci60_U251MG	17.09017744	10.355725552453755
Q6FI81	nci60_UACC257	27.0	nci60_UACC257	26.90905367	11.401521493635594
Q6FI81	nci60_UACC62	25.0	nci60_UACC62	14.6188491	12.103468029362697
Q6FI81	nci60_UO31	22.0	nci60_UO31	19.59450142	11.535521828663912
Q6FI81	nci60_X786O	24.0	nci60_X786O	17.22461235	10.886029648948542
P05164	nci60_BT549	0.5	nci60_BT549	1.342119679	1.2275236672041863
P05164	nci60_HL60	5256.0	nci60_HL60	2146.031308	130.04224504862376
P05164	nci60_SKMEL28	1.0	nci60_SKMEL28	0.50719639	1.7114226989979646
Q6NTF9	nci60_A498	21.0	nci60_A498	0.333077542	2.4049847775640947
Q6NTF9	nci60_A549	20.0	nci60_A549	2.801284678	1.7419615233148273
Q6NTF9	nci60_ACHN	23.0	nci60_ACHN	4.257551413	1.8098323074385205
Q6NTF9	nci60_DU145	19.0	nci60_DU145	3.683026095	1.6363005395578125
Q6NTF9	nci60_EKVX	37.0	nci60_EKVX	8.353022924	2.132346496238279
Q6NTF9	nci60_HCT15	20.0	nci60_HCT15	1.409448606	1.8510964048909697
Q6NTF9	nci60_HL60	5.0	nci60_HL60	0.441428067	0.9451424976886287
Q6NTF9	nci60_HOP62	22.0	nci60_HOP62	9.030548124	1.8951869159453816
Q6NTF9	nci60_HOP92	44.0	nci60_HOP92	3.331890133	2.647465177760415
Q6NTF9	nci60_HT29	14.0	nci60_HT29	4.155889191	1.6898272676401453
Q6NTF9	nci60_IGROV1	13.0	nci60_IGROV1	2.336447547	1.6492492666140173
Q6NTF9	nci60_KM12	9.0	nci60_KM12	3.617703659	1.3819247873522333
Q6NTF9	nci60_LOXIMVI	10.0	nci60_LOXIMVI	1.562610769	1.3844001077556598
Q6NTF9	nci60_MCF7	39.0	nci60_MCF7	1.464515643	2.8091035772369004
Q6NTF9	nci60_Malme3M	40.0	nci60_Malme3M	10.23533463	2.9902995773251235
Q6NTF9	nci60_NCIH226	9.0	nci60_NCIH226	3.117418516	1.436259542336181
Q6NTF9	nci60_NCIH23	10.0	nci60_NCIH23	4.615152736	1.4425041131592597
Q6NTF9	nci60_NCIH322T	7.0	nci60_NCIH322T	0.477544909	1.2419328134721312
Q6NTF9	nci60_NCIH460	24.0	nci60_NCIH460	0.936362567	2.3752661330516465
Q6NTF9	nci60_NCIH522	31.0	nci60_NCIH522	2.740198168	2.5002743579763855
Q6NTF9	nci60_OVCAR3	14.0	nci60_OVCAR3	1.120959758	1.6010230318438818
Q6NTF9	nci60_OVCAR4	15.0	nci60_OVCAR4	0.796354068	1.7456036072432197
Q6NTF9	nci60_OVCAR8	11.0	nci60_OVCAR8	0.946617966	1.4621009822230535
Q6NTF9	nci60_PC3	16.0	nci60_PC3	0.404642395	1.7404573659198248
Q6NTF9	nci60_RPMI8226	19.0	nci60_RPMI8226	1.111596133	1.9767081655684673
Q6NTF9	nci60_SF268	21.0	nci60_SF268	0.841611593	1.9831574667111518
Q6NTF9	nci60_SF295	36.0	nci60_SF295	3.121208555	2.473953834359111
Q6NTF9	nci60_SF539	18.0	nci60_SF539	1.872948077	1.8888847506621373
Q6NTF9	nci60_SKMEL28	7.0	nci60_SKMEL28	2.146945599	1.1438824676401556
Q6NTF9	nci60_SKMEL5	30.0	nci60_SKMEL5	3.339247267	2.427726982295051
Q6NTF9	nci60_SKOV3	7.0	nci60_SKOV3	0.1928461	1.1955088640867397
Q6NTF9	nci60_SNB75	15.0	nci60_SNB75	2.076049576	1.6552350305266819
Q6NTF9	nci60_SW620	25.0	nci60_SW620	3.051650193	2.2240099957686246
Q6NTF9	nci60_T47D	32.0	nci60_T47D	3.870744495	2.516000001787852
Q6NTF9	nci60_U251MG	40.0	nci60_U251MG	0.45703411	2.6956085557238247
Q6NTF9	nci60_UACC257	20.0	nci60_UACC257	0.825559663	2.0527468122808354
Q6NTF9	nci60_UACC62	20.0	nci60_UACC62	3.60811709	2.0964326548658305
Q6NTF9	nci60_UO31	18.0	nci60_UO31	0.55156214	1.9370983612258406
Q6NTF9	nci60_X786O	24.0	nci60_X786O	1.186282194	2.2139987355923227
P20701	nci60_HL60	18.0	nci60_HL60	4.859944664	4.285632091700635
P20701	nci60_RPMI8226	4.0	nci60_RPMI8226	0.616661633	2.0670310693728764
P20701	nci60_T47D	2.0	nci60_T47D	0.034779181	1.4516005383116197
