uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
P50579	tissue29_stomach	16.0	tissue29_stomach	5.472375119	0.2357178304808345
P50579	tissue29_testis	35.0	tissue29_testis	13.70498452	0.6055756783572759
P50579	tissue29_thyroid	21.0	tissue29_thyroid	14.71968391	0.3872520767490162
P50579	tissue29_tonsil	56.0	tissue29_tonsil	21.7831119	1.1251161068058995
P50579	tissue29_urinary.bladder	27.0	tissue29_urinary.bladder	22.42634178	0.4585462407711933
Q96A72	tissue29_adrenal.gland	3.0	tissue29_adrenal.gland	0.086931675	0.560249765976065
Q96A72	tissue29_bone.marrow	2.0	tissue29_bone.marrow	0.993675077	1.1870329436475724
Q96A72	tissue29_duodenum	2.0	tissue29_duodenum	0.09198645	0.6341925505026731
Q96A72	tissue29_kidney	2.0	tissue29_kidney	0.151037364	0.5222423728742815
Q96A72	tissue29_liver	1.0	tissue29_liver	0.035936475	0.5522407475909736
Q96A72	tissue29_lung	2.0	tissue29_lung	0.019008325	0.7722514144081523
Q96A72	tissue29_placenta	3.0	tissue29_placenta	0.264931803	0.37649528446269787
Q96A72	tissue29_salivary.gland	1.0	tissue29_salivary.gland	1.109937813	0.5462344778341668
Q96A72	tissue29_small.intestine	3.0	tissue29_small.intestine	0.059261005	0.7923155232696644
Q96A72	tissue29_tonsil	3.0	tissue29_tonsil	0.035168515	0.6051221255303589
Q9HBA0	tissue29_appendix	0.6	tissue29_appendix	0.013075169	0.13180747941251902
Q9HBA0	tissue29_duodenum	0.5	tissue29_duodenum	0.007309956	0.043289708880626554
Q9HBA0	tissue29_esophagus	3.0	tissue29_esophagus	0.151859303	0.0682128206188024
Q9HBA0	tissue29_fallopian.tube	2.0	tissue29_fallopian.tube	0.327591057	0.15141301823462472
Q9HBA0	tissue29_kidney	11.0	tissue29_kidney	0.722561252	0.026594021668676637
Q9HBA0	tissue29_liver	2.0	tissue29_liver	0.014241159	-0.03346356070791745
Q9HBA0	tissue29_lung	1.0	tissue29_lung	0.37312954	0.1275628532638715
Q9HBA0	tissue29_pancreas	0.7	tissue29_pancreas	0.072017257	0.20573081300607643
Q9HBA0	tissue29_placenta	6.0	tissue29_placenta	0.892383682	-0.06744916082330932
Q9HBA0	tissue29_salivary.gland	12.0	tissue29_salivary.gland	1.823020514	-0.08225619475829249
Q9HBA0	tissue29_spleen	2.0	tissue29_spleen	16.36555414	0.04929871271562791
Q9HBA0	tissue29_stomach	1.0	tissue29_stomach	0.048883224	0.053937373592516824
Q9HBA0	tissue29_testis	0.8	tissue29_testis	0.044146928	0.11240607211383957
Q9HBA0	tissue29_thyroid	0.8	tissue29_thyroid	0.017657113	0.02895351427228543
Q9HBA0	tissue29_tonsil	0.5	tissue29_tonsil	1.206013583	0.08875643385336152
O15145	tissue29_adipose.tissue	23.0	tissue29_adipose.tissue	29.99731553	20.160836891158148
O15145	tissue29_adrenal.gland	34.0	tissue29_adrenal.gland	58.74077916	12.46262613508418
O15145	tissue29_appendix	78.0	tissue29_appendix	146.2408004	10.883802451304295
O15145	tissue29_bone.marrow	93.0	tissue29_bone.marrow	13.93542933	10.106640607597432
O15145	tissue29_colon	47.0	tissue29_colon	70.73852923	10.425950160012185
O15145	tissue29_duodenum	44.0	tissue29_duodenum	32.90667933	14.868501540015387
O15145	tissue29_endometrium	32.0	tissue29_endometrium	56.51368864	12.466536166337596
O15145	tissue29_esophagus	53.0	tissue29_esophagus	44.76360108	13.40350597253176
O15145	tissue29_fallopian.tube	31.0	tissue29_fallopian.tube	45.65539147	17.96592824798652
