uid	rna_expt	rna_value	prot_expt	prot_value	predicted_prot_value
Q9Y216	nci60_OVCAR8	0.6	nci60_OVCAR8	1.210583032	0.2201832398131649
O60341	nci60_A498	11.0	nci60_A498	3.164905475	1.8359067754844958
O60341	nci60_A549	22.0	nci60_A549	8.756104714	2.9973611155763287
O60341	nci60_ACHN	14.0	nci60_ACHN	7.452108369	2.2732757897694613
O60341	nci60_BT549	39.0	nci60_BT549	10.505988	5.689557596254882
O60341	nci60_Caki1	18.0	nci60_Caki1	9.609086424	3.1200966711947515
O60341	nci60_DU145	26.0	nci60_DU145	9.372543404	4.219013837617623
O60341	nci60_EKVX	16.0	nci60_EKVX	11.93215736	2.288367308874687
O60341	nci60_HCT116	49.0	nci60_HCT116	2.368997293	5.932507633179335
O60341	nci60_HCT15	42.0	nci60_HCT15	15.64483494	7.1571110324399925
O60341	nci60_HL60	16.0	nci60_HL60	23.82886671	3.4065578762659543
O60341	nci60_HOP62	29.0	nci60_HOP62	6.860416404	5.081589073985705
O60341	nci60_HOP92	22.0	nci60_HOP92	8.404968752	3.7358133651690446
O60341	nci60_HS578T	19.0	nci60_HS578T	8.819866546	3.9750951884494032
O60341	nci60_HT29	32.0	nci60_HT29	10.49773909	5.390043631753577
O60341	nci60_IGROV1	37.0	nci60_IGROV1	2.769180819	5.377319813562677
O60341	nci60_K562	40.0	nci60_K562	14.49979729	7.417845592263863
O60341	nci60_KM12	19.0	nci60_KM12	20.06847924	3.5150015017638596
O60341	nci60_LOXIMVI	25.0	nci60_LOXIMVI	4.529988331	3.789238591657914
O60341	nci60_MCF7	21.0	nci60_MCF7	30.54236337	3.8675492677328975
O60341	nci60_MDAMB231	24.0	nci60_MDAMB231	2.965816958	3.3765793852569796
O60341	nci60_MDAMB435	10.0	nci60_MDAMB435	5.80723146	1.61461871731378
O60341	nci60_Malme3M	17.0	nci60_Malme3M	10.29753585	2.922336087662083
O60341	nci60_NCIH226	18.0	nci60_NCIH226	3.879662234	2.8860492569036746
O60341	nci60_NCIH23	30.0	nci60_NCIH23	1.953876555	4.251115187408223
O60341	nci60_NCIH322T	18.0	nci60_NCIH322T	13.38864704	2.8048412394182787
O60341	nci60_NCIH460	28.0	nci60_NCIH460	19.32005801	4.702048714540338
O60341	nci60_NCIH522	83.0	nci60_NCIH522	24.09082529	8.427868024489056
O60341	nci60_OVCAR3	24.0	nci60_OVCAR3	33.19449887	3.426415323946328
O60341	nci60_OVCAR4	20.0	nci60_OVCAR4	19.89993397	3.401045124505872
O60341	nci60_OVCAR8	33.0	nci60_OVCAR8	6.640371201	4.7303727856973214
O60341	nci60_PC3	29.0	nci60_PC3	6.166616331	5.050325117619902
O60341	nci60_RPMI8226	24.0	nci60_RPMI8226	15.74025474	3.633372026943876
